name,value,year,lastValue,category
Yahoo Mail – Organized Email,53333333,2013.4,50000000,Communication
Yahoo Mail – Organized Email,56666667,2013.5,53333333,Communication
Yahoo Mail – Organized Email,60000000,2013.6,56666667,Communication
Yahoo Mail – Organized Email,63333333,2013.7,60000000,Communication
Yahoo Mail – Organized Email,66666667,2013.8,63333333,Communication
Yahoo Mail – Organized Email,70000000,2013.9,66666667,Communication
Yahoo Mail – Organized Email,73333333,2014.0,70000000,Communication
Yahoo Mail – Organized Email,76666667,2014.1,73333333,Communication
Yahoo Mail – Organized Email,80000000,2014.2,76666667,Communication
Yahoo Mail – Organized Email,83333333,2014.3,80000000,Communication
Yahoo Mail – Organized Email,86666667,2014.4,83333333,Communication
Yahoo Mail – Organized Email,90000000,2014.5,86666667,Communication
Yahoo Mail – Organized Email,93333333,2014.6,90000000,Communication
Yahoo Mail – Organized Email,96666667,2014.7,93333333,Communication
Yahoo Mail – Organized Email,100000000,2014.8,96666667,Communication
Yahoo Mail – Organized Email,100000000,2014.9,100000000,Communication
Yahoo Mail – Organized Email,100000000,2015.0,100000000,Communication
Yahoo Mail – Organized Email,100000000,2015.1,100000000,Communication
Yahoo Mail – Organized Email,100000000,2015.2,100000000,Communication
Yahoo Mail – Organized Email,100000000,2015.3,100000000,Communication
Yahoo Mail – Organized Email,100000000,2015.4,100000000,Communication
Yahoo Mail – Organized Email,100000000,2015.5,100000000,Communication
Yahoo Mail – Organized Email,100000000,2015.6,100000000,Communication
Yahoo Mail – Organized Email,100000000,2015.7,100000000,Communication
Yahoo Mail – Organized Email,100000000,2015.8,100000000,Communication
Yahoo Mail – Organized Email,100000000,2015.9,100000000,Communication
Yahoo Mail – Organized Email,100000000,2016.0,100000000,Communication
Yahoo Mail – Organized Email,100000000,2016.1,100000000,Communication
Yahoo Mail – Organized Email,100000000,2016.2,100000000,Communication
Yahoo Mail – Organized Email,100000000,2016.3,100000000,Communication
Yahoo Mail – Organized Email,100000000,2016.4,100000000,Communication
Yahoo Mail – Organized Email,100000000,2016.5,100000000,Communication
Yahoo Mail – Organized Email,100000000,2016.6,100000000,Communication
Yahoo Mail – Organized Email,100000000,2016.7,100000000,Communication
Yahoo Mail – Organized Email,100000000,2016.8,100000000,Communication
Yahoo Mail – Organized Email,100000000,2016.9,100000000,Communication
Yahoo Mail – Organized Email,100000000,2017.0,100000000,Communication
Yahoo Mail – Organized Email,100000000,2017.1,100000000,Communication
Yahoo Mail – Organized Email,100000000,2017.2,100000000,Communication
Yahoo Mail – Organized Email,100000000,2017.3,100000000,Communication
Yahoo Mail – Organized Email,100000000,2017.4,100000000,Communication
Yahoo Mail – Organized Email,100000000,2017.5,100000000,Communication
Yahoo Mail – Organized Email,100000000,2017.6,100000000,Communication
Yahoo Mail – Organized Email,100000000,2017.7,100000000,Communication
Yahoo Mail – Organized Email,100000000,2017.8,100000000,Communication
Yahoo Mail – Organized Email,100000000,2017.9,100000000,Communication
Yahoo Mail – Organized Email,100000000,2018.0,100000000,Communication
Yahoo Mail – Organized Email,100000000,2018.1,100000000,Communication
Yahoo Mail – Organized Email,100000000,2018.2,100000000,Communication
Yahoo Mail – Organized Email,100000000,2018.3,100000000,Communication
Yahoo Mail – Organized Email,100000000,2018.4,100000000,Communication
Yahoo Mail – Organized Email,100000000,2018.5,100000000,Communication
Yahoo Mail – Organized Email,100000000,2018.6,100000000,Communication
Yahoo Mail – Organized Email,100000000,2018.7,100000000,Communication
Yahoo Mail – Organized Email,100000000,2018.8,100000000,Communication
Yahoo Mail – Organized Email,100000000,2018.9,100000000,Communication
Yahoo Mail – Organized Email,100000000,2019.0,100000000,Communication
Yahoo Mail – Organized Email,100000000,2019.1,100000000,Communication
Yahoo Mail – Organized Email,100000000,2019.2,100000000,Communication
Yahoo Mail – Organized Email,100000000,2019.3,100000000,Communication
Yahoo Mail – Organized Email,100000000,2019.4,100000000,Communication
Yahoo Mail – Organized Email,100000000,2019.5,100000000,Communication
Yahoo Mail – Organized Email,100000000,2019.6,100000000,Communication
Yahoo Mail – Organized Email,100000000,2019.7,100000000,Communication
Yahoo Mail – Organized Email,100000000,2019.8,100000000,Communication
Yahoo Mail – Organized Email,100000000,2019.9,100000000,Communication
Yahoo Mail – Organized Email,100000000,2020.0,100000000,Communication
Yahoo Mail – Organized Email,100000000,2020.1,100000000,Communication
Yahoo Mail – Organized Email,100000000,2020.2,100000000,Communication
Yahoo Mail – Organized Email,100000000,2020.3,100000000,Communication
Smash Hit,500000,2014.2,0,Game Arcade
Smash Hit,13333333,2014.3,500000,Game Arcade
Smash Hit,16666667,2014.4,13333333,Game Arcade
Smash Hit,20000000,2014.5,16666667,Game Arcade
Smash Hit,23333333,2014.6,20000000,Game Arcade
Smash Hit,26666667,2014.7,23333333,Game Arcade
Smash Hit,30000000,2014.8,26666667,Game Arcade
Smash Hit,33333333,2014.9,30000000,Game Arcade
Smash Hit,36666667,2015.0,33333333,Game Arcade
Smash Hit,40000000,2015.1,36666667,Game Arcade
Smash Hit,43333333,2015.2,40000000,Game Arcade
Smash Hit,46666667,2015.3,43333333,Game Arcade
Smash Hit,50000000,2015.4,46666667,Game Arcade
Smash Hit,50000000,2015.5,50000000,Game Arcade
Smash Hit,52272727,2015.6,50000000,Game Arcade
Smash Hit,54545455,2015.7,52272727,Game Arcade
Smash Hit,56818182,2015.8,54545455,Game Arcade
Smash Hit,59090909,2015.9,56818182,Game Arcade
Smash Hit,61363636,2016.0,59090909,Game Arcade
Smash Hit,63636364,2016.1,61363636,Game Arcade
Smash Hit,65909091,2016.2,63636364,Game Arcade
Smash Hit,68181818,2016.3,65909091,Game Arcade
Smash Hit,70454545,2016.4,68181818,Game Arcade
Smash Hit,72727273,2016.5,70454545,Game Arcade
Smash Hit,75000000,2016.6,72727273,Game Arcade
Smash Hit,77272727,2016.7,75000000,Game Arcade
Smash Hit,79545455,2016.8,77272727,Game Arcade
Smash Hit,81818182,2016.9,79545455,Game Arcade
Smash Hit,84090909,2017.0,81818182,Game Arcade
Smash Hit,86363636,2017.1,84090909,Game Arcade
Smash Hit,88636364,2017.2,86363636,Game Arcade
Smash Hit,90909091,2017.3,88636364,Game Arcade
Smash Hit,93181818,2017.4,90909091,Game Arcade
Smash Hit,95454545,2017.5,93181818,Game Arcade
Smash Hit,97727273,2017.6,95454545,Game Arcade
Smash Hit,100000000,2017.7,97727273,Game Arcade
Smash Hit,100000000,2017.8,100000000,Game Arcade
Smash Hit,100000000,2017.9,100000000,Game Arcade
Smash Hit,100000000,2018.0,100000000,Game Arcade
Smash Hit,100000000,2018.1,100000000,Game Arcade
Smash Hit,100000000,2018.2,100000000,Game Arcade
Smash Hit,100000000,2018.3,100000000,Game Arcade
Smash Hit,100000000,2018.4,100000000,Game Arcade
Smash Hit,100000000,2018.5,100000000,Game Arcade
Smash Hit,100000000,2018.6,100000000,Game Arcade
Smash Hit,100000000,2018.7,100000000,Game Arcade
Smash Hit,100000000,2018.8,100000000,Game Arcade
Smash Hit,100000000,2018.9,100000000,Game Arcade
Smash Hit,100000000,2019.0,100000000,Game Arcade
Smash Hit,100000000,2019.1,100000000,Game Arcade
Smash Hit,100000000,2019.2,100000000,Game Arcade
Smash Hit,100000000,2019.3,100000000,Game Arcade
Smash Hit,100000000,2019.4,100000000,Game Arcade
Smash Hit,100000000,2019.5,100000000,Game Arcade
Smash Hit,100000000,2019.6,100000000,Game Arcade
Smash Hit,100000000,2019.7,100000000,Game Arcade
Smash Hit,100000000,2019.8,100000000,Game Arcade
Smash Hit,100000000,2019.9,100000000,Game Arcade
Smash Hit,100000000,2020.0,100000000,Game Arcade
Smash Hit,100000000,2020.1,100000000,Game Arcade
Smash Hit,100000000,2020.2,100000000,Game Arcade
Smash Hit,100000000,2020.3,100000000,Game Arcade
MyJio: For Everything Jio,100000,2016.5,0,Productivity
MyJio: For Everything Jio,1000000,2016.7,100000,Productivity
MyJio: For Everything Jio,30000000,2016.9,1000000,Productivity
MyJio: For Everything Jio,50000000,2017.0,30000000,Productivity
MyJio: For Everything Jio,57142857,2017.1,50000000,Productivity
MyJio: For Everything Jio,64285714,2017.2,57142857,Productivity
MyJio: For Everything Jio,71428571,2017.3,64285714,Productivity
MyJio: For Everything Jio,78571429,2017.4,71428571,Productivity
MyJio: For Everything Jio,85714286,2017.5,78571429,Productivity
MyJio: For Everything Jio,92857143,2017.6,85714286,Productivity
MyJio: For Everything Jio,100000000,2017.7,92857143,Productivity
MyJio: For Everything Jio,100000000,2017.8,100000000,Productivity
MyJio: For Everything Jio,100000000,2017.9,100000000,Productivity
MyJio: For Everything Jio,100000000,2018.0,100000000,Productivity
MyJio: For Everything Jio,100000000,2018.1,100000000,Productivity
MyJio: For Everything Jio,100000000,2018.2,100000000,Productivity
MyJio: For Everything Jio,100000000,2018.3,100000000,Productivity
MyJio: For Everything Jio,100000000,2018.4,100000000,Productivity
MyJio: For Everything Jio,100000000,2018.5,100000000,Productivity
MyJio: For Everything Jio,100000000,2018.6,100000000,Productivity
MyJio: For Everything Jio,100000000,2018.7,100000000,Productivity
MyJio: For Everything Jio,100000000,2018.8,100000000,Productivity
MyJio: For Everything Jio,100000000,2018.9,100000000,Productivity
MyJio: For Everything Jio,100000000,2019.0,100000000,Productivity
MyJio: For Everything Jio,100000000,2019.1,100000000,Productivity
MyJio: For Everything Jio,100000000,2019.2,100000000,Productivity
MyJio: For Everything Jio,100000000,2019.3,100000000,Productivity
MyJio: For Everything Jio,100000000,2019.4,100000000,Productivity
MyJio: For Everything Jio,100000000,2019.5,100000000,Productivity
MyJio: For Everything Jio,100000000,2019.6,100000000,Productivity
MyJio: For Everything Jio,100000000,2019.7,100000000,Productivity
MyJio: For Everything Jio,100000000,2019.8,100000000,Productivity
MyJio: For Everything Jio,100000000,2019.9,100000000,Productivity
MyJio: For Everything Jio,100000000,2020.0,100000000,Productivity
MyJio: For Everything Jio,100000000,2020.1,100000000,Productivity
MyJio: For Everything Jio,100000000,2020.2,100000000,Productivity
MyJio: For Everything Jio,100000000,2020.3,100000000,Productivity
SoundCloud - Music & Audio,1000000,2012.2,0,Music & Audio
SoundCloud - Music & Audio,1500000,2012.3,1000000,Music & Audio
SoundCloud - Music & Audio,2000000,2012.4,1500000,Music & Audio
SoundCloud - Music & Audio,2500000,2012.5,2000000,Music & Audio
SoundCloud - Music & Audio,3000000,2012.6,2500000,Music & Audio
SoundCloud - Music & Audio,3500000,2012.7,3000000,Music & Audio
SoundCloud - Music & Audio,4000000,2012.8,3500000,Music & Audio
SoundCloud - Music & Audio,4500000,2012.9,4000000,Music & Audio
SoundCloud - Music & Audio,5000000,2013.0,4500000,Music & Audio
SoundCloud - Music & Audio,5000000,2013.1,5000000,Music & Audio
SoundCloud - Music & Audio,6000000,2013.2,5000000,Music & Audio
SoundCloud - Music & Audio,7000000,2013.3,6000000,Music & Audio
SoundCloud - Music & Audio,8000000,2013.4,7000000,Music & Audio
SoundCloud - Music & Audio,9000000,2013.5,8000000,Music & Audio
SoundCloud - Music & Audio,10000000,2013.6,9000000,Music & Audio
SoundCloud - Music & Audio,13076923,2013.7,10000000,Music & Audio
SoundCloud - Music & Audio,16153846,2013.8,13076923,Music & Audio
SoundCloud - Music & Audio,19230769,2013.9,16153846,Music & Audio
SoundCloud - Music & Audio,22307692,2014.0,19230769,Music & Audio
SoundCloud - Music & Audio,25384615,2014.1,22307692,Music & Audio
SoundCloud - Music & Audio,28461538,2014.2,25384615,Music & Audio
SoundCloud - Music & Audio,31538462,2014.3,28461538,Music & Audio
SoundCloud - Music & Audio,34615385,2014.4,31538462,Music & Audio
SoundCloud - Music & Audio,37692308,2014.5,34615385,Music & Audio
SoundCloud - Music & Audio,40769231,2014.6,37692308,Music & Audio
SoundCloud - Music & Audio,43846154,2014.7,40769231,Music & Audio
SoundCloud - Music & Audio,46923077,2014.8,43846154,Music & Audio
SoundCloud - Music & Audio,50000000,2014.9,46923077,Music & Audio
SoundCloud - Music & Audio,54545455,2015.0,50000000,Music & Audio
SoundCloud - Music & Audio,59090909,2015.1,54545455,Music & Audio
SoundCloud - Music & Audio,63636364,2015.2,59090909,Music & Audio
SoundCloud - Music & Audio,68181818,2015.3,63636364,Music & Audio
SoundCloud - Music & Audio,72727273,2015.4,68181818,Music & Audio
SoundCloud - Music & Audio,77272727,2015.5,72727273,Music & Audio
SoundCloud - Music & Audio,81818182,2015.6,77272727,Music & Audio
SoundCloud - Music & Audio,86363636,2015.7,81818182,Music & Audio
SoundCloud - Music & Audio,90909091,2015.8,86363636,Music & Audio
SoundCloud - Music & Audio,95454545,2015.9,90909091,Music & Audio
SoundCloud - Music & Audio,100000000,2016.0,95454545,Music & Audio
SoundCloud - Music & Audio,100000000,2016.1,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2016.2,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2016.3,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2016.4,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2016.5,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2016.6,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2016.7,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2016.8,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2016.9,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2017.0,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2017.1,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2017.2,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2017.3,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2017.4,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2017.5,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2017.6,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2017.7,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2017.8,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2017.9,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2018.0,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2018.1,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2018.2,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2018.3,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2018.4,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2018.5,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2018.6,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2018.7,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2018.8,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2018.9,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2019.0,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2019.1,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2019.2,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2019.3,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2019.4,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2019.5,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2019.6,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2019.7,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2019.8,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2019.9,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2020.0,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2020.1,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2020.2,100000000,Music & Audio
SoundCloud - Music & Audio,100000000,2020.3,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",1000000,2012.2,0,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",1571429,2012.3,1000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",2142857,2012.4,1571429,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",2714286,2012.5,2142857,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",3285714,2012.6,2714286,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",3857143,2012.7,3285714,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",4428571,2012.8,3857143,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",5000000,2012.9,4428571,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",6666667,2013.0,5000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",8333333,2013.1,6666667,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",10000000,2013.2,8333333,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",10000000,2013.3,10000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",11904762,2013.4,10000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",13809524,2013.5,11904762,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",15714286,2013.6,13809524,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",17619048,2013.7,15714286,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",19523810,2013.8,17619048,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",21428571,2013.9,19523810,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",23333333,2014.0,21428571,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",25238095,2014.1,23333333,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",27142857,2014.2,25238095,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",29047619,2014.3,27142857,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",30952381,2014.4,29047619,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",32857143,2014.5,30952381,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",34761905,2014.6,32857143,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",36666667,2014.7,34761905,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",38571429,2014.8,36666667,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",40476190,2014.9,38571429,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",42380952,2015.0,40476190,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",44285714,2015.1,42380952,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",46190476,2015.2,44285714,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",48095238,2015.3,46190476,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",50000000,2015.4,48095238,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",55000000,2015.5,50000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",60000000,2015.6,55000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",65000000,2015.7,60000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",70000000,2015.8,65000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",75000000,2015.9,70000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",80000000,2016.0,75000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",85000000,2016.1,80000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",90000000,2016.2,85000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",95000000,2016.3,90000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2016.4,95000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2016.5,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2016.6,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2016.7,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2016.8,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2016.9,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2017.0,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2017.1,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2017.2,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2017.3,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2017.4,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2017.5,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2017.6,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2017.7,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2017.8,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2017.9,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2018.0,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2018.1,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2018.2,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2018.3,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2018.4,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2018.5,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2018.6,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2018.7,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2018.8,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2018.9,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2019.0,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2019.1,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2019.2,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2019.3,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2019.4,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2019.5,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2019.6,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2019.7,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2019.8,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2019.9,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2020.0,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2020.1,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2020.2,100000000,Music & Audio
"Deezer Music Player: Songs, Playlists & Podcasts",100000000,2020.3,100000000,Music & Audio
Cut the Rope 2,500000,2014.3,0,Game Puzzle
Cut the Rope 2,14444444,2014.4,500000,Game Puzzle
Cut the Rope 2,18888889,2014.5,14444444,Game Puzzle
Cut the Rope 2,23333333,2014.6,18888889,Game Puzzle
Cut the Rope 2,27777778,2014.7,23333333,Game Puzzle
Cut the Rope 2,32222222,2014.8,27777778,Game Puzzle
Cut the Rope 2,36666667,2014.9,32222222,Game Puzzle
Cut the Rope 2,41111111,2015.0,36666667,Game Puzzle
Cut the Rope 2,45555556,2015.1,41111111,Game Puzzle
Cut the Rope 2,50000000,2015.2,45555556,Game Puzzle
Cut the Rope 2,51428571,2015.3,50000000,Game Puzzle
Cut the Rope 2,52857143,2015.4,51428571,Game Puzzle
Cut the Rope 2,54285714,2015.5,52857143,Game Puzzle
Cut the Rope 2,55714286,2015.6,54285714,Game Puzzle
Cut the Rope 2,57142857,2015.7,55714286,Game Puzzle
Cut the Rope 2,58571429,2015.8,57142857,Game Puzzle
Cut the Rope 2,60000000,2015.9,58571429,Game Puzzle
Cut the Rope 2,61428571,2016.0,60000000,Game Puzzle
Cut the Rope 2,62857143,2016.1,61428571,Game Puzzle
Cut the Rope 2,64285714,2016.2,62857143,Game Puzzle
Cut the Rope 2,65714286,2016.3,64285714,Game Puzzle
Cut the Rope 2,67142857,2016.4,65714286,Game Puzzle
Cut the Rope 2,68571429,2016.5,67142857,Game Puzzle
Cut the Rope 2,70000000,2016.6,68571429,Game Puzzle
Cut the Rope 2,71428571,2016.7,70000000,Game Puzzle
Cut the Rope 2,72857143,2016.8,71428571,Game Puzzle
Cut the Rope 2,74285714,2016.9,72857143,Game Puzzle
Cut the Rope 2,75714286,2017.0,74285714,Game Puzzle
Cut the Rope 2,77142857,2017.1,75714286,Game Puzzle
Cut the Rope 2,78571429,2017.2,77142857,Game Puzzle
Cut the Rope 2,80000000,2017.3,78571429,Game Puzzle
Cut the Rope 2,81428571,2017.4,80000000,Game Puzzle
Cut the Rope 2,82857143,2017.5,81428571,Game Puzzle
Cut the Rope 2,84285714,2017.6,82857143,Game Puzzle
Cut the Rope 2,85714286,2017.7,84285714,Game Puzzle
Cut the Rope 2,87142857,2017.8,85714286,Game Puzzle
Cut the Rope 2,88571429,2017.9,87142857,Game Puzzle
Cut the Rope 2,90000000,2018.0,88571429,Game Puzzle
Cut the Rope 2,91428571,2018.1,90000000,Game Puzzle
Cut the Rope 2,92857143,2018.2,91428571,Game Puzzle
Cut the Rope 2,94285714,2018.3,92857143,Game Puzzle
Cut the Rope 2,95714286,2018.4,94285714,Game Puzzle
Cut the Rope 2,97142857,2018.5,95714286,Game Puzzle
Cut the Rope 2,98571429,2018.6,97142857,Game Puzzle
Cut the Rope 2,100000000,2018.7,98571429,Game Puzzle
Cut the Rope 2,100000000,2018.8,100000000,Game Puzzle
Cut the Rope 2,100000000,2018.9,100000000,Game Puzzle
Cut the Rope 2,100000000,2019.0,100000000,Game Puzzle
Cut the Rope 2,100000000,2019.1,100000000,Game Puzzle
Cut the Rope 2,100000000,2019.2,100000000,Game Puzzle
Cut the Rope 2,100000000,2019.3,100000000,Game Puzzle
Cut the Rope 2,100000000,2019.4,100000000,Game Puzzle
Cut the Rope 2,100000000,2019.5,100000000,Game Puzzle
Cut the Rope 2,100000000,2019.6,100000000,Game Puzzle
Cut the Rope 2,100000000,2019.7,100000000,Game Puzzle
Cut the Rope 2,100000000,2019.8,100000000,Game Puzzle
Cut the Rope 2,100000000,2019.9,100000000,Game Puzzle
Cut the Rope 2,100000000,2020.0,100000000,Game Puzzle
Cut the Rope 2,100000000,2020.1,100000000,Game Puzzle
Cut the Rope 2,100000000,2020.2,100000000,Game Puzzle
Cut the Rope 2,100000000,2020.3,100000000,Game Puzzle
Bitmoji,1000,2014.8,0,Entertainment
Bitmoji,10000,2014.9,1000,Entertainment
Bitmoji,750000,2015.1,10000,Entertainment
Bitmoji,1000000,2015.2,750000,Entertainment
Bitmoji,1400000,2015.3,1000000,Entertainment
Bitmoji,1800000,2015.4,1400000,Entertainment
Bitmoji,2200000,2015.5,1800000,Entertainment
Bitmoji,2600000,2015.6,2200000,Entertainment
Bitmoji,3000000,2015.7,2600000,Entertainment
Bitmoji,3400000,2015.8,3000000,Entertainment
Bitmoji,3800000,2015.9,3400000,Entertainment
Bitmoji,4200000,2016.0,3800000,Entertainment
Bitmoji,4600000,2016.1,4200000,Entertainment
Bitmoji,5000000,2016.2,4600000,Entertainment
Bitmoji,6666667,2016.3,5000000,Entertainment
Bitmoji,8333333,2016.4,6666667,Entertainment
Bitmoji,10000000,2016.5,8333333,Entertainment
Bitmoji,10000000,2016.6,10000000,Entertainment
Bitmoji,16666667,2016.7,10000000,Entertainment
Bitmoji,23333333,2016.8,16666667,Entertainment
Bitmoji,30000000,2016.9,23333333,Entertainment
Bitmoji,36666667,2017.0,30000000,Entertainment
